GENE_NAME	mr88	mr89	mr90	mr91
MIR2277	0	0	0	0
POU5F2	0	0	0	0
KIAA0825	28	25	29	26
SLF1	230	228	164	168
MCTP1	4	13	10	12
FAM81B	2	1	1	2
TTC37	586	646	619	592
ARSK	62	50	66	60
GPR150	0	0	0	0
RFESD	6	14	16	14
SPATA9	3	3	5	1
RHOBTB3	235	261	275	333
GLRX	47	45	88	87
LINC01554	3	3	1	7
ELL2	2402	2534	3130	3425
LOC101929710	0	1	1	1
MIR583	0	0	0	0
PCSK1	0	4	1	2
CAST	911	956	964	949
ERAP1	177	161	180	188
ERAP2	6	10	12	8
LNPEP	256	259	169	174
LIX1	0	0	2	0
RIOK2	261	259	204	232
LINC01340	0	0	0	0
RGMB	656	734	674	668
RGMB-AS1	18	34	37	32
CHD1	389	425	280	316
LOC100289230	30	21	29	25
CTD-2151A2.1	0	0	0	0
LOC100133050	1	1	4	0
FAM174A	239	239	273	267
ST8SIA4	20	28	7	3
MIR548P	0	0	0	0
SLCO4C1	0	0	0	2
SLCO6A1	0	0	0	2
LINC00492	0	0	0	0
LINC00491	0	0	0	0
PAM	30	37	68	68
GIN1	62	75	75	65
PPIP5K2	271	311	282	250
C5orf30	155	163	129	141
LOC102467212	0	0	0	0
NUDT12	295	366	358	374
RAB9BP1	0	0	0	0
LOC102467213	0	0	0	0
EFNA5	2031	2236	927	898
FBXL17	2636	2797	2412	2441
LINC01023	0	0	0	0
FER	113	90	98	100
PJA2	1278	1336	1454	1526
MAN2A1	174	166	142	162
LOC100289673	0	0	0	0
TMEM232	1	6	5	12
SLC25A46	359	403	373	439
TSLP	4	2	1	4
WDR36	417	481	296	285
CAMK4	0	0	0	0
STARD4	277	293	276	278
STARD4-AS1	58	56	32	37
NREP	283	264	80	88
NREP-AS1	0	0	0	0
EPB41L4A-AS1	103	133	130	92
SNORA13	3	2	0	1
EPB41L4A	35	35	15	16
LOC101927023	0	0	0	0
EPB41L4A-AS2	0	0	2	0
LOC102467214	3	2	0	0
LOC102467216	0	0	0	0
APC	367	417	381	372
SRP19	582	668	525	479
REEP5	1368	1630	1682	1771
DCP2	603	623	466	491
MCC	9	11	4	8
TSSK1B	0	0	0	0
YTHDC2	616	595	529	479
KCNN2	1565	1758	578	570
LOC101927078	14	16	17	10
TRIM36	372	402	265	238
PGGT1B	230	273	233	224
CCDC112	186	192	130	130
FEM1C	465	460	510	429
TMED7-TICAM2	0	0	0	0
TICAM2	0	0	0	0
LOC101927100	3	0	2	1
TMED7	1236	1317	1426	1412
LOC102467217	0	0	0	0
CDO1	0	0	0	0
ATG12	186	251	205	230
AP3S1	139	157	159	157
LVRN	1	3	1	0
ARL14EPL	0	0	0	0
COMMD10	171	189	212	217
LOC101927190	0	0	0	1
SEMA6A	185	173	151	187
SEMA6A-AS1	3	4	1	3
LOC102467223	0	0	0	0
LINC00992	1	1	1	3
LOC102467224	0	1	0	0
HNCAT21	0	0	0	0
HRAT56	0	0	0	0
LOC102467225	0	0	0	1
DTWD2	309	320	316	299
DMXL1	1267	1416	1255	1342
MIR5706	0	0	0	0
TNFAIP8	558	661	428	442
HSD17B4	2581	2858	2020	2132
FAM170A	0	0	0	0
PRR16	41	42	9	3
LOC102467226	0	0	0	0
FTMT	0	0	0	0
SRFBP1	201	197	158	147
LOX	164	156	95	125
ZNF474	0	3	0	1
LOC100505841	0	0	0	0
SNCAIP	3	5	1	4
MGC32805	0	0	0	0
LOC101927379	0	0	0	0
SNX2	520	580	558	601
SNX24	24	27	25	30
PPIC	43	52	43	52
PRDM6	0	0	0	2
CEP120	120	140	70	91
CSNK1G3	482	529	323	330
LINC01170	0	1	0	0
ZNF608	72	109	70	54
LOC101927421	0	0	0	0
LOC101927460	0	0	0	0
LOC102546228	0	0	0	0
LOC101927488	0	0	0	0
GRAMD3	75	107	99	119
ALDH7A1	0	1	0	0
PHAX	613	682	461	518
TEX43	1	1	0	0
LMNB1	814	821	211	209
MARCH3	31	26	20	10
C5orf63	48	59	64	53
MEGF10	0	1	0	0
PRRC1	1182	1252	1056	1088
CTXN3	0	0	0	0
LINC01184	76	69	55	65
SLC12A2	515	560	351	399
FBN2	0	0	0	1
SLC27A6	0	0	1	0
ISOC1	175	176	113	141
MIR4633	0	0	0	0
MIR4460	0	0	0	0
ADAMTS19-AS1	0	0	0	0
ADAMTS19	0	0	0	1
KIAA1024L	0	0	0	0
CHSY3	1	3	1	1
HINT1	1600	1705	1592	1656
LYRM7	480	473	388	411
CDC42SE2	512	522	390	411
RAPGEF6	352	368	318	357
FNIP1	415	443	520	523
MEIKIN	0	0	0	0
ACSL6	19	15	28	32
IL3	0	0	0	0
CSF2	0	0	0	0
P4HA2-AS1	5	9	7	11
P4HA2	227	219	252	278
MIR6830	0	0	0	0
PDLIM4	0	0	1	0
SLC22A4	5	8	10	9
LOC553103	23	18	43	27
MIR3936	4	9	8	13
SLC22A5	326	351	377	415
C5orf56	10	14	14	12
IRF1	52	61	52	36
IL5	0	1	0	0
RAD50	699	741	575	645
TH2LCRR	0	2	2	1
IL13	0	0	0	0
IL4	1	0	1	0
KIF3A	434	463	479	461
CCNI2	0	2	5	3
SEPT8	400	469	316	340
SOWAHA	1	3	1	2
SHROOM1	349	343	370	415
GDF9	38	53	31	58
UQCRQ	767	933	924	1000
LEAP2	11	7	6	6
AFF4	3367	3597	4180	4256
ZCCHC10	120	110	126	125
HSPA4	2325	2400	3143	3136
FSTL4	1	3	0	0
MIR1289-2	0	0	0	0
WSPAR	0	0	0	0
C5orf15	720	731	616	691
VDAC1	1400	1496	1482	1438
TCF7	0	2	2	1
SKP1	1354	1442	1267	1318
PPP2CA	1275	1295	1039	996
MIR3661	0	0	0	0
CDKL3	18	21	22	15
UBE2B	350	371	284	271
CDKN2AIPNL	184	118	116	120
LOC102546229	0	1	0	0
LOC101927934	2	0	0	1
JADE2	80	67	77	66
SAR1B	1527	1638	1872	1956
SEC24A	845	855	1157	1130
CAMLG	267	328	269	336
DDX46	810	925	664	660
C5orf24	996	1083	796	862
TXNDC15	386	366	458	501
PCBD2	109	127	110	127
MIR4461	1	2	0	0
CATSPER3	6	1	12	5
PITX1	295	341	288	310
C5orf66	55	65	52	66
C5orf66-AS1	0	1	0	1
C5orf66-AS2	0	1	0	0
H2AFY	2069	2310	2144	2071
DCANP1	0	0	0	0
TIFAB	0	0	0	0
NEUROG1	0	0	0	0
CXCL14	3	4	2	2
LOC340074	0	0	0	0
MIR5692C1	0	0	0	0
SLC25A48	0	2	0	2
IL9	0	0	0	0
FBXL21	0	0	0	0
LECT2	0	0	0	0
TGFBI	0	1	2	0
VTRNA2-1	0	0	0	0
SMAD5-AS1	2	3	3	5
SMAD5	787	840	611	589
LOC389332	1	0	0	0
TRPC7	0	1	0	0
SPOCK1	195	233	105	113
KLHL3	10	18	18	19
MIR874	0	0	0	0
HNRNPA0	1792	1952	891	1005
NPY6R	0	1	0	0
MYOT	2	5	2	3
PKD2L2	3	0	1	0
FAM13B	340	389	188	168
WNT8A	0	0	0	0
NME5	56	85	69	81
BRD8	486	568	388	391
KIF20A	320	294	61	90
CDC23	348	359	242	270
GFRA3	0	1	1	0
CDC25C	88	76	28	31
FAM53C	891	950	692	737
KDM3B	817	954	646	700
REEP2	1	1	2	3
EGR1	8	14	6	4
ETF1	1335	1545	1306	1305
HSPA9	2464	2707	2443	2482
SNORD63	2	2	1	3
CTNNA1	2986	3404	2721	2761
LRRTM2	4	0	5	3
SIL1	834	882	1061	1100
SNHG4	170	175	119	90
MATR3	2711	2885	2004	2218
SNORA74A	1	3	0	0
PAIP2	861	875	817	879
SLC23A1	15	17	23	27
MZB1	8	10	3	4
PROB1	82	89	67	79
SPATA24	32	27	20	17
DNAJC18	77	65	48	43
ECSCR	0	0	2	1
TMEM173	5	3	2	7
UBE2D2	650	767	552	537
CXXC5	125	133	133	136
LOC101929696	0	0	0	0
PSD2	0	2	2	1
NRG2	0	0	0	1
LINC01024	37	40	38	35
PURA	477	452	345	364
IGIP	113	90	111	117
LOC101929719	2	1	0	0
CYSTM1	121	119	180	140
PFDN1	269	296	296	298
HBEGF	48	51	113	105
SLC4A9	6	7	7	7
ANKHD1-EIF4EBP3	10	10	4	7
ANKHD1	61	52	71	54
EIF4EBP3	28	32	28	33
SRA1	303	351	363	383
APBB3	192	221	220	234
MIR6831	0	0	0	0
SLC35A4	884	942	889	877
CD14	3	4	1	0
TMCO6	90	118	112	78
NDUFA2	407	432	441	431
IK	665	751	689	680
MIR3655	0	0	0	0
WDR55	361	396	281	340
DND1	65	67	61	69
HARS	586	671	543	602
HARS2	470	543	382	392
ZMAT2	477	507	405	423
VTRNA1-1	2	0	0	0
VTRNA1-2	1	0	0	0
VTRNA1-3	0	1	0	0
PCDHA1	1	0	0	2
PCDHA2	0	0	0	1
PCDHA3	3	2	1	0
PCDHA4	1	1	0	0
PCDHA5	2	0	0	1
PCDHA6	0	0	2	1
PCDHA7	0	0	0	0
PCDHA8	0	0	0	0
PCDHA9	0	0	0	0
PCDHA10	1	1	1	1
PCDHA11	1	0	0	1
PCDHA12	0	0	0	1
PCDHA13	0	0	1	1
PCDHAC1	0	1	0	1
PCDHAC2	0	1	0	0
LOC101926905	0	0	0	0
PCDHB1	0	0	0	1
PCDHB2	78	99	69	68
PCDHB3	12	7	5	11
PCDHB4	7	10	13	15
PCDHB5	163	176	105	118
PCDHB6	3	10	6	4
PCDHB17P	0	1	1	0
PCDHB7	6	6	5	3
PCDHB8	6	13	11	7
PCDHB16	9	14	11	15
PCDHB9	1	2	1	2
PCDHB10	11	8	9	11
PCDHB11	15	15	17	12
PCDHB12	6	4	3	2
PCDHB13	37	30	30	43
PCDHB14	22	36	34	42
PCDHB18P	9	7	1	7
PCDHB19P	1	6	0	1
PCDHB15	24	40	43	30
SLC25A2	0	0	0	0
TAF7	1175	1355	1088	1183
PCDHGA1	16	12	12	17
PCDHGA2	6	18	7	9
PCDHGA3	7	9	14	11
PCDHGB1	64	72	57	41
PCDHGA4	17	18	14	15
PCDHGB2	16	23	37	32
PCDHGA5	19	26	36	32
PCDHGB3	11	3	6	8
PCDHGA6	11	5	16	7
PCDHGA7	14	19	21	11
PCDHGB4	15	10	8	6
PCDHGA8	24	18	11	25
PCDHGB5	85	95	73	76
PCDHGA9	6	7	7	8
PCDHGB6	4	8	5	6
PCDHGA10	28	33	51	51
PCDHGB7	1	2	3	1
PCDHGA11	2	7	4	1
PCDHGB8P	2	0	0	1
PCDHGA12	13	11	5	4
PCDHGC3	131	135	93	95
PCDHGC4	1	1	0	0
PCDHGC5	0	1	0	3
DIAPH1	2119	2350	2068	2125
LOC100505658	3	1	1	0
HDAC3	443	418	303	326
RELL2	44	59	63	60
FCHSD1	16	15	15	11
ARAP3	0	0	0	0
PCDH1	354	366	666	688
LOC729080	0	0	0	0
KIAA0141	345	396	403	455
PCDH12	12	10	9	7
RNF14	567	617	594	593
GNPDA1	335	401	178	202
NDFIP1	836	863	920	942
SPRY4	5	8	9	4
SPRY4-IT1	0	0	0	0
LOC101926941	0	0	0	0
FGF1	1	2	0	1
LOC101926975	0	2	0	0
ARHGAP26	222	246	308	279
ARHGAP26-AS1	0	0	0	0
ARHGAP26-IT1	0	0	0	0
NR3C1	5	4	4	2
MIR5197	0	0	0	1
HMHB1	0	0	0	0
YIPF5	359	456	390	473
KCTD16	1	1	2	0
PRELID2	0	0	0	1
GRXCR2	0	0	0	0
SH3RF2	2	2	4	2
PLAC8L1	1	2	2	2
LARS	1601	1814	1469	1577
RBM27	347	334	277	292
POU4F3	0	0	0	0
TCERG1	529	593	435	404
GPR151	0	0	0	0
PPP2R2B	0	0	1	0
PPP2R2B-IT1	0	0	0	0
STK32A	13	13	13	9
DPYSL3	28	28	28	21
JAKMIP2-AS1	0	0	0	1
JAKMIP2	1	0	0	0
SPINK1	0	0	0	2
SCGB3A2	0	0	0	0
C5orf46	2	1	2	2
SPINK5	5	5	2	3
SPINK14	0	0	0	1
SPINK6	0	0	0	0
LOC102546294	3	2	8	1
SPINK13	1	0	2	0
SPINK7	1	0	0	0
SPINK9	0	0	1	0
FBXO38	785	816	795	849
HTR4	0	0	0	0
ADRB2	298	277	221	234
SH3TC2	24	11	14	16
MIR584	0	0	0	0
LOC255187	0	0	0	0
ABLIM3	8	19	65	65
AFAP1L1	3	2	6	8
GRPEL2	520	507	431	448
PCYOX1L	314	402	349	348
IL17B	2	3	0	5
MIR143HG	0	0	0	0
MIR143	0	0	0	0
MIR145	0	0	0	0
CSNK1A1	3360	3542	2696	2667
ARHGEF37	317	348	330	309
PPARGC1B	85	90	43	50
MIR378A	0	0	0	0
PDE6A	2	1	0	1
LOC644762	0	1	1	0
SLC26A2	428	481	333	350
TIGD6	214	227	184	215
HMGXB3	1803	1944	1644	1740
CSF1R	5	3	5	5
PDGFRB	2	3	1	1
CDX1	0	0	0	0
SLC6A7	0	0	0	0
CAMK2A	0	0	0	0
ARSI	0	0	0	0
TCOF1	439	520	195	237
CD74	0	0	0	1
RPS14	5462	5789	4737	4792
LOC102546298	20	13	12	13
NDST1	1333	1395	1059	1105
SYNPO	20	19	8	11
MYOZ3	1	0	0	1
RBM22	211	281	166	212
DCTN4	1065	1113	857	987
SMIM3	1	8	0	1
IRGM	2	0	0	2
ZNF300	162	194	123	109
ZNF300P1	19	16	14	9
GPX3	6	4	4	5
TNIP1	487	467	478	485
ANXA6	709	787	679	721
CCDC69	5	4	10	2
GM2A	380	434	397	407
SLC36A3	1	0	1	2
SLC36A2	0	0	0	0
SLC36A1	105	92	49	49
FAT2	8	3	2	5
MIR6499	0	0	0	0
SPARC	12	6	3	1
CTB-113P19.1	0	0	0	0
ATOX1	273	284	239	259
LOC100652758	58	59	49	38
G3BP1	1327	1412	733	811
GLRA1	0	0	0	0
CTB-12O2.1	0	0	0	0
NMUR2	0	0	0	0
LINC01470	0	0	0	0
GRIA1	0	0	0	0
FAM114A2	223	207	252	265
MFAP3	562	564	522	563
GALNT10	636	784	658	692
MIR1294	0	0	0	0
SAP30L-AS1	20	17	20	17
SAP30L	188	177	150	164
HAND1	0	0	0	0
MIR3141	0	0	0	0
MIR1303	0	0	2	0
LARP1	3328	3435	2660	2711
FAXDC2	119	153	157	105
MIR378H	2	2	0	2
CNOT8	414	471	306	269
GEMIN5	246	280	162	156
MRPL22	162	199	187	181
KIF4B	2	0	1	1
SGCD	1	0	0	0
PPP1R2P3	0	0	0	0
TIMD4	0	1	0	0
HAVCR1	0	0	0	0
HAVCR2	0	0	0	0
MED7	109	98	69	84
FAM71B	0	0	0	0
ITK	0	0	0	1
CYFIP2	502	522	403	433
FNDC9	2	0	0	0
NIPAL4	0	0	0	0
ADAM19	0	0	2	0
SOX30	3	0	0	0
C5orf52	0	0	0	0
THG1L	49	49	29	31
LSM11	57	58	34	50
CLINT1	881	919	745	760
LOC101927697	0	0	0	0
EBF1	0	0	1	0
LOC101927740	0	0	0	0
RNF145	837	905	704	735
UBLCP1	252	301	178	220
IL12B	0	1	0	0
LOC285626	0	0	0	0
LOC285627	0	0	0	0
LOC101927766	0	0	0	0
ADRA1B	0	0	0	0
TTC1	298	367	277	278
PWWP2A	160	174	111	129
FABP6	3	1	1	4
CCNJL	3	1	0	0
C1QTNF2	0	0	0	1
ZBED8	113	109	97	115
SLU7	442	469	420	442
PTTG1	207	200	103	109
MIR3142	0	0	0	0
MIR146A	0	0	0	0
ATP10B	1	0	0	1
LOC285629	0	0	0	0
GABRB2	1	0	0	1
GABRA6	0	1	0	0
GABRA1	0	0	0	0
LINC01202	0	0	0	0
GABRG2	3	0	1	2
CCNG1	2336	2607	1947	2154
NUDCD2	289	271	229	233
HMMR	540	571	208	230
HMMR-AS1	1	0	0	0
MAT2B	324	349	259	266
LOC101927835	0	0	0	0
LOC102546299	0	0	0	0
CTB-7E3.1	0	0	0	0
TENM2	39	55	16	7
CTB-178M22.2	3	6	5	4
WWC1	1470	1572	2513	2533
RARS	1035	1109	945	890
FBLL1	5	6	4	3
PANK3	600	620	507	544
MIR103A1	0	0	0	0
MIR103B1	0	0	0	0
SLIT3	2	1	0	1
LOC101927969	1	1	0	2
MIR218-2	0	0	0	0
LOC728095	0	0	0	0
MIR585	0	0	0	0
SPDL1	200	218	117	103
DOCK2	0	0	1	3
FAM196B	1	1	0	0
MIR378E	0	0	0	0
FOXI1	0	0	0	0
LINC01187	0	0	0	0
C5orf58	0	0	0	0
LCP2	0	2	0	2
LINC01366	0	0	0	0
KCNIP1	0	0	0	0
KCNMB1	0	0	0	0
CTD-2270F17.1	0	0	0	0
GABRP	0	0	0	0
RANBP17	69	81	89	78
TLX3	0	1	0	0
MIR3912	0	0	0	0
NPM1	2017	2181	1580	1565
FGF18	5	8	3	0
SMIM23	0	0	0	0
FBXW11	888	982	705	757
STK10	60	102	60	66
EFCAB9	0	0	2	0
UBTD2	223	228	135	135
LOC100288254	0	0	0	0
SH3PXD2B	310	336	152	139
NEURL1B	120	135	55	77
MIR5003	0	0	0	0
LOC101928093	1	0	2	2
DUSP1	309	280	538	576
ERGIC1	4138	4671	5351	5704
LOC100268168	10	9	11	16
RPL26L1	133	135	79	94
ATP6V0E1	909	960	881	983
SNORA74B	0	1	0	0
CREBRF	168	155	192	250
BNIP1	97	88	83	94
NKX2-5	0	0	1	0
STC2	577	608	398	474
MIR8056	0	0	0	0
LOC285593	0	0	1	2
BOD1	266	301	247	198
LINC01484	0	0	0	0
LINC01485	0	0	0	0
CPEB4	660	582	608	621
C5orf47	1	3	1	2
HMP19	2	0	0	3
LINC01411	1	2	1	7
MSX2	14	12	22	15
MIR4634	0	0	0	0
FLJ16171	0	0	0	0
DRD1	0	0	0	0
SFXN1	865	944	915	900
HRH2	0	0	0	2
CPLX2	0	0	1	2
THOC3	62	64	34	30
LOC100996385	0	0	0	0
FAM153B	0	0	0	0
LOC100507387	0	1	1	0
LOC643201	1	0	0	0
SIMC1	76	109	89	90
KIAA1191	818	882	878	969
ARL10	1	1	0	0
MIR1271	0	0	0	0
NOP16	298	292	209	200
HIGD2A	364	374	348	331
CLTB	466	585	557	632
FAF2	1066	1199	1023	1058
RNF44	530	584	343	391
CDHR2	6	6	0	1
GPRIN1	73	83	27	26
SNCB	0	2	4	1
MIR4281	0	0	0	0
EIF4E1B	0	0	0	0
TSPAN17	364	419	414	376
LINC01574	0	0	0	0
UNC5A	3	5	10	11
HK3	1	1	0	1
UIMC1	245	260	148	141
ZNF346	138	161	97	127
FGFR4	42	59	41	40
NSD1	1594	1716	1618	1635
RAB24	423	434	377	427
PRELID1	349	344	291	252
MXD3	92	66	58	41
LMAN2	961	1136	1229	1197
RGS14	89	123	133	127
SLC34A1	3	2	2	0
PFN3	0	1	0	0
F12	155	126	128	131
GRK6	319	378	261	291
PRR7-AS1	12	14	8	8
PRR7	371	441	324	289
DBN1	1320	1539	835	918
PDLIM7	126	145	93	103
DOK3	13	25	13	18
DDX41	789	841	836	848
FAM193B	292	317	239	289
TMED9	1074	1095	1176	1288
B4GALT7	163	197	188	193
LOC202181	23	22	26	18
FAM153A	0	0	1	0
LOC728554	40	38	26	24
PROP1	0	2	1	2
FAM153C	0	0	0	2
N4BP3	27	28	25	18
RMND5B	290	289	247	257
NHP2	605	622	511	534
GMCL1P1	3	4	2	0
HNRNPAB	1158	1155	639	700
PHYKPL	230	243	273	325
COL23A1	10	13	4	9
CLK4	151	128	136	130
ZNF354A	175	199	97	116
AACSP1	18	17	3	14
ZNF354B	75	71	60	65
ZFP2	15	17	16	16
ZNF454	10	22	6	12
GRM6	0	0	1	1
ZNF879	51	57	37	38
ZNF354C	53	32	34	24
ADAMTS2	0	1	0	0
RUFY1	294	296	255	265
LOC101928445	7	5	9	3
HNRNPH1	2176	2313	1635	1661
C5orf60	0	1	0	3
CBY3	6	10	3	11
CANX	6895	7258	7765	8265
MAML1	589	677	401	411
LTC4S	13	17	7	12
MGAT4B	892	981	824	834
MIR1229	0	0	0	0
SQSTM1	2887	3187	4946	5021
C5orf45	31	33	41	52
TBC1D9B	2170	2357	2345	2540
RNF130	341	389	409	419
MIR340	0	0	0	0
RASGEF1C	2	2	3	1
MAPK9	377	426	276	331
GFPT2	3	1	8	3
CNOT6	790	746	564	616
SCGB3A1	0	0	1	0
FLT4	5	7	2	4
OR2Y1	0	0	0	0
MGAT1	592	677	1125	1094
HEIH	139	150	199	198
LINC00847	183	161	236	257
ZFP62	326	358	295	279
BTNL8	2	1	0	1
BTNL3	0	0	0	0
BTNL9	66	86	63	60
MIR8089	0	0	0	0
OR2V1	0	0	0	0
OR2V2	0	0	0	1
LOC102577426	1	4	3	2
TRIM7	14	27	21	24
MIR4638	0	0	0	0
TRIM41	421	500	451	480
GNB2L1	8377	9105	7201	7564
SNORD96A	21	12	7	6
SNORD95	6	5	2	6
CTC-338M12.4	38	39	35	27
TRIM52	156	180	154	133
TRIM52-AS1	55	44	38	56
LINC00266-3	0	0	0	1
LOC285766	0	0	0	0
DUSP22	102	111	94	102
IRF4	0	0	0	0
EXOC2	149	153	108	126
HUS1B	0	0	0	0
LOC101927691	0	0	0	0
LOC285768	0	0	0	0
FOXQ1	1	2	0	0
FOXF2	0	0	0	0
MIR6720	0	0	0	0
FOXCUT	3	0	0	0
FOXC1	11	11	3	5
GMDS	185	192	271	211
GMDS-AS1	20	24	29	24
LINC01600	0	0	1	0
MYLK4	2	2	3	1
WRNIP1	551	627	448	466
SERPINB1	0	0	1	0
MIR4645	0	0	0	0
SERPINB9P1	0	0	0	0
LOC101927730	0	0	0	0
SERPINB9	0	0	0	0
SERPINB6	941	1086	937	1051
LINC01011	40	40	19	36
NQO2	144	174	190	195
HTATSF1P2	47	49	37	33
RIPK1	215	188	163	171
BPHL	185	216	169	176
TUBB2A	41	28	32	36
LOC100507194	0	0	0	0
TUBB2B	1	0	1	0
PSMG4	69	75	80	68
SLC22A23	1190	1290	1346	1432
PXDC1	6	8	6	3
FAM50B	36	52	33	31
PRPF4B	985	1040	741	771
FAM217A	2	0	0	3
C6orf201	13	16	24	34
ECI2	1499	1609	1633	1652
LOC100507506	4	6	8	7
LOC102724096	0	0	0	0
KU-MEL-3	0	0	0	0
CDYL	212	216	145	147
RPP40	104	113	83	96
LOC100129461	20	14	9	19
PPP1R3G	1	0	0	1
LYRM4	105	113	92	104
MIR3691	0	0	0	0
FARS2	73	85	77	80
LOC101927972	2	5	4	9
LOC101927950	0	0	0	0
NRN1	144	166	133	161
F13A1	0	2	0	0
MIR7853	0	0	0	0
MIR5683	0	0	0	0
LY86-AS1	0	1	0	1
LY86	0	0	0	0
RREB1	1000	1079	978	955
SSR1	2830	2945	2677	2716
CAGE1	3	2	1	0
RIOK1	142	166	132	124
DSP	4350	4698	3412	3518
SNRNP48	664	716	522	554
BMP6	28	37	22	18
TXNDC5	47	35	58	55
BLOC1S5-TXNDC5	0	0	0	0
PIP5K1P1	0	2	0	1
EEF1E1-BLOC1S5	0	0	0	0
BLOC1S5	0	0	0	0
EEF1E1	65	62	66	64
SCARNA27	2	1	1	3
SLC35B3	118	121	135	141
LOC100506207	8	7	14	19
HULC	1	0	0	1
TFAP2A	54	79	56	60
TFAP2A-AS1	2	4	1	0
LINC00518	0	1	0	0
MIR5689	0	0	0	0
GCNT2	267	288	145	154
C6orf52	47	51	38	23
PAK1IP1	1126	1214	717	776
TMEM14C	922	982	750	810
TMEM14B	363	421	326	338
MAK	251	247	195	167
GCM2	0	0	1	0
SYCP2L	7	3	9	2
LOC101928191	2	1	0	2
ELOVL2	78	92	40	34
ELOVL2-AS1	2	3	4	0
SMIM13	434	429	275	271
ERVFRD-1	1	1	0	0
NEDD9	145	151	81	69
TMEM170B	98	100	84	69
ADTRP	2	3	5	4
LOC101928253	0	0	0	0
HIVEP1	345	411	287	333
EDN1	5	8	6	5
PHACTR1	1	3	0	1
LOC100130357	4	4	6	6
TBC1D7	125	115	112	110
GFOD1	28	27	14	26
SIRT5	191	232	168	174
NOL7	351	416	365	365
RANBP9	462	538	625	571
MCUR1	359	440	394	437
RNF182	3	4	6	2
CD83	16	14	18	10
LINC01108	0	0	0	1
JARID2	293	332	192	221
JARID2-AS1	0	2	1	3
DTNBP1	61	79	68	66
MYLIP	115	114	77	85
MIR4639	1	0	0	0
GMPR	4	3	2	3
ATXN1	241	252	172	171
STMND1	0	0	0	1
RBM24	122	138	135	134
CAP2	427	486	462	485
LOC101928491	4	8	1	8
FAM8A1	535	548	646	704
NUP153	696	734	504	482
KIF13A	304	344	323	340
NHLRC1	5	7	2	9
TPMT	181	177	172	197
KDM1B	337	327	275	286
DEK	956	1002	485	530
RNF144B	105	116	116	112
MIR548A1	0	0	0	0
LOC101928519	0	0	0	0
ID4	5	4	2	1
MBOAT1	0	2	5	1
E2F3	299	323	191	206
CDKAL1	70	78	56	69
LINC00581	0	0	0	0
SOX4	2823	3054	1220	1279
CASC15	3	1	0	0
NBAT1	0	0	1	1
PRL	1	0	0	0
HDGFL1	0	0	0	0
NRSN1	0	0	0	0
DCDC2	1	1	1	4
KAAG1	1	0	0	0
MRS2	370	403	313	298
GPLD1	2	7	6	5
ALDH5A1	20	35	30	41
KIAA0319	1	2	0	3
TDP2	219	239	191	234
ACOT13	206	236	215	228
C6orf62	1034	1011	775	804
GMNN	222	268	94	106
C6orf229	0	0	0	0
FAM65B	364	410	63	73
CMAHP	0	0	0	0
LOC101928663	0	0	0	0
LRRC16A	632	679	1066	1096
SCGN	2	2	1	5
HIST1H2AA	0	0	0	0
HIST1H2BA	0	0	0	0
HIST1H2APS1	0	0	0	0
SLC17A4	1	0	0	0
SLC17A1	0	0	0	0
SLC17A3	0	1	0	0
SLC17A2	0	0	0	0
TRIM38	202	242	166	166
HIST1H1A	0	1	0	0
HIST1H3A	1	1	0	1
HIST1H4A	0	1	0	0
HIST1H4B	1	0	2	8
HIST1H3B	3	1	0	3
HIST1H2AB	0	0	1	1
HIST1H2BB	0	0	1	1
HIST1H3C	0	0	0	0
HIST1H1C	400	434	847	814
HFE	23	21	32	36
HIST1H4C	8	8	6	2
HIST1H1T	1	3	2	3
HIST1H2BC	30	59	65	101
HIST1H2AC	230	276	303	292
HIST1H1E	16	21	45	65
HIST1H2BD	180	212	208	219
HIST1H2BE	1	1	1	1
HIST1H4D	1	3	6	1
HIST1H3D	41	32	38	32
HIST1H2AD	0	0	1	0
HIST1H2BF	11	7	12	15
HIST1H4E	27	17	29	20
HIST1H2BG	22	39	45	44
HIST1H2AE	28	39	34	42
HIST1H3E	19	31	26	38
HIST1H1D	1	0	0	0
HIST1H4F	0	0	0	0
HIST1H4G	0	0	0	0
HIST1H3F	0	0	0	0
HIST1H2BH	0	0	0	0
HIST1H3G	0	0	0	0
HIST1H2BI	0	0	0	0
HIST1H4H	110	137	343	353
BTN3A2	62	54	73	56
BTN2A2	73	107	87	103
BTN3A1	63	74	75	76
BTN2A3P	14	17	8	8
BTN3A3	78	85	74	74
BTN2A1	192	201	156	153
LOC285819	1	0	0	0
BTN1A1	0	0	1	1
HCG11	1	1	0	1
HMGN4	263	295	201	203
ABT1	148	169	130	122
ZNF322	32	46	26	36
GUSBP2	12	7	6	8
LINC00240	5	5	6	4
LOC100270746	29	26	16	24
HIST1H2BJ	6	9	12	9
HIST1H2AG	13	12	15	15
HIST1H2BK	558	610	715	669
HIST1H4I	5	0	2	3
HIST1H2AH	1	0	0	0
MIR3143	0	1	0	0
PRSS16	48	47	60	56
POM121L2	1	0	0	0
VN1R10P	0	0	0	0
ZNF204P	11	21	35	34
ZNF391	52	41	28	18
ZNF184	101	103	73	75
LINC01012	0	0	0	2
LOC100131289	0	0	0	0
HIST1H2BL	18	15	11	14
HIST1H2AI	10	8	4	11
HIST1H3H	56	26	46	70
HIST1H2AJ	1	0	1	1
HIST1H2BM	0	0	0	1
